candidate_id,full_name,gender,age,graduation_year,college,degree,branch,cgpa,backlogs,gap_year,prior_internship,projects_count,certifications_count,top_skills,platform,company_applied,sector,job_role,work_type,job_location,application_date,hiring_stage,interview_rounds,response_time_days,offered_salary_inr,linkedin_connections,profile_completion_pct,linkedin_premium,referral_applied
99,Parth Jadhav,Male,21,2021,SVNIT Surat,MCA,Computer Applications,9.97,1,No,Yes,1,5,Tableau | MATLAB | TensorFlow | Swift,LinkedIn,Barclays India,Logistics,Operations Analyst,Full-time,Delhi NCR,2024-07-21,Offer,4,26,347616,2161,72,No,No
100,Dimple Porwal,Female,20,2025,IIT Kanpur,M.Tech,AI/ML,9.33,3,No,Yes,1,3,Git | Leadership | Docker | Ruby on Rails,Internshala,Cure.fit,FinTech,HR Executive,Part-time,Bhubaneswar,2021-04-10,Applied,,41,,1932,56,N/A,Yes
101,Tanya Dey,Female,20,2023,NIT Surathkal,BCA,Computer Applications,6.22,2,Yes,Yes,0,2,JavaScript | TensorFlow | Hive,Naukri,ICICI Bank,Consulting,Android Developer,Full-time,Hyderabad,2021-01-03,Applied,,5,,593,92,N/A,No
102,Priya Patel,Female,25,2020,MDI Gurgaon,MCA,Computer Applications,7.65,1,No,No,0,0,Django | Teamwork | AWS | Spring Boot,HackerEarth,PhonePe,Logistics,iOS Developer,Full-time,Surat,2024-02-28,Applied,,42,,722,83,N/A,No
103,Jay Choudhury,Male,27,2021,IIT Kanpur,B.E.,Electronics,8.89,3,No,Yes,6,1,Problem Solving | Scala | Node.js,Naukri,Samsung India,FinTech,Data Scientist,Full-time,Mysuru,2022-09-10,Applied,,39,,2137,67,N/A,No
104,Amit Kulkarni,Male,27,2023,BITS Pilani,B.Sc (CS),Computer Science,8.37,0,No,No,2,2,Spring Boot | TypeScript | PyTorch,Naukri,Unacademy,FinTech,Embedded Engineer,Contract,Bhubaneswar,2021-05-30,Applied,,5,,106,71,N/A,No
105,Mansi Ramachandran,Female,24,2025,Kalinga University,B.Com,Accounting,7.41,3,Yes,No,4,1,Node.js | Teamwork | Flutter | Excel,Apna,Freshworks,Retail,HR Executive,Full-time,Remote,2024-08-23,Technical Interview,2,5,,1320,99,N/A,No
106,Manish Mukherjee,Male,21,2023,Presidency University Kolkata,BBA,Business Administration,6.89,1,Yes,No,5,0,Swift | Kubernetes | PHP,Internshala,Morgan Stanley India,E-commerce,Marketing Analyst,Full-time,Bhubaneswar,2022-07-05,HR Interview,3,8,,170,76,N/A,No
107,Abhinav Oswal,Male,21,2023,IIIT Bangalore,B.Com,Accounting,5.75,1,No,Yes,0,4,Power BI | Cybersecurity,Internshala,Cognizant,AgriTech,SEO Analyst,Full-time,Mumbai,2023-08-25,Shortlisted,,10,,783,57,N/A,No
108,Babita Majumdar,Female,23,2022,SRM University Chennai,MCA,Computer Applications,6.72,0,No,Yes,5,0,Power BI | PHP | C++,IIMJobs,IBM India,Telecom,SEO Analyst,Full-time,Gurugram,2022-11-02,Applied,,30,,82,78,N/A,No
109,Aditi Walia,Female,23,2023,Lovely Professional University,BBA,HR,9.99,1,No,No,6,1,Python | PyTorch | Java,Naukri,Bajaj Finserv,Logistics,Content Writer,Internship,Bengaluru,2022-11-18,Applied,,43,,1591,74,N/A,Yes
110,Vishal Majumdar,Male,27,2020,BITS Hyderabad,B.Sc (IT),Information Technology,5.7,1,No,No,5,2,Cybersecurity | Node.js | GraphQL | SQL | Flutter,LinkedIn,Coforge,Banking & Finance,Sales Executive,Internship,Kochi,2024-09-18,Rejected,4,16,,1244,71,No,No
111,Dimple Saxena,Female,27,2022,VIT Vellore,B.E.,Electronics,6.11,0,No,Yes,3,2,MongoDB | Laravel | Kubernetes | Excel | Selenium,Naukri,Morgan Stanley India,AgriTech,Full Stack Developer,Full-time,Mysuru,2022-09-16,Offer,3,39,1130729,215,68,N/A,No
112,Yash Rawat,Male,26,2024,IIT Kharagpur,B.Sc (IT),Information Technology,9.19,1,Yes,Yes,3,4,SQL | REST APIs | AWS,LinkedIn,Capgemini,AgriTech,Systems Engineer,Contract,Pune,2022-02-10,Offer,1,44,640321,2631,96,Yes,No
113,Akash Yadav,Male,27,2021,IIT Kanpur,MBA,Finance,5.69,3,Yes,No,3,5,Swift | Java | Spring Boot | MATLAB | Figma,LinkedIn,Meesho,E-commerce,Cloud Engineer,Full-time,Pune,2021-03-12,Technical Interview,5,40,,1056,96,No,No
114,Manish Shukla,Male,26,2021,Chandigarh University,B.Sc (CS),Computer Science,8.34,0,No,No,2,3,Kubernetes | TypeScript | Flutter | Git | Spring Boot,Naukri,HCL Technologies,Manufacturing,UX Designer,Full-time,Bhubaneswar,2022-07-30,Applied,,31,,2218,77,N/A,No
115,Hemant Reddy,Prefer not to say,23,2025,SRM University Chennai,B.Sc (IT),Information Technology,8.94,1,No,No,3,2,Deep Learning | Tableau | GraphQL,Naukri,Mphasis,Automotive,Software Engineer,Internship,Chandigarh,2024-03-08,Online Assessment,,37,,821,86,N/A,No
116,Karan Mishra,Male,20,2021,IIEST Shibpur,B.Sc (CS),Computer Science,7.87,0,No,No,6,1,Bash Scripting | Deep Learning | Git | JavaScript,LinkedIn,Razorpay,FinTech,Full Stack Developer,Part-time,Chandigarh,2021-05-29,Shortlisted,,43,,1670,92,Yes,No
117,Kunal Mukherjee,Male,27,2025,Mumbai University,BCA,Computer Applications,6.5,1,No,No,2,1,Networking | Python | Linux,IIMJobs,Coforge,AgriTech,Systems Engineer,Contract,Mumbai,2022-01-08,Technical Interview,4,40,,954,95,N/A,No
118,Nikhil Kulkarni,Male,25,2022,NIT Trichy,B.E.,Mechanical,7.51,2,No,No,2,2,Networking | Python,LinkedIn,Lenskart,Media & Entertainment,Operations Analyst,Contract,Kochi,2023-10-07,Offer,5,35,618292,1587,61,No,No
119,Geeta Hegde,Female,22,2023,IIT Roorkee,B.Tech,Information Technology,5.59,2,No,Yes,1,3,Networking | React | Ruby on Rails,Foundit,Google India,Manufacturing,UX Designer,Contract,Nagpur,2024-12-13,Applied,,42,,725,93,N/A,No
120,Varun Rastogi,Male,23,2021,Chandigarh University,B.Com,Finance,9.67,2,No,Yes,0,0,TypeScript | Ruby on Rails | Swift | Azure | JavaScript,Naukri,Absolutdata,Banking & Finance,Product Manager,Internship,Remote,2024-05-14,Online Assessment,,7,,155,68,N/A,No
121,Aditya Rajan,Male,21,2022,IIM Ahmedabad,MCA,Computer Applications,7.7,2,Yes,No,1,2,Django | Deep Learning | Selenium | C++ | Communication,Indeed,Morgan Stanley India,EdTech,Content Writer,Full-time,Mumbai,2021-11-06,HR Interview,5,43,,446,60,N/A,No
122,Sagar Naik,Male,20,2023,IIM Calcutta,B.Com,Accounting,9.85,3,No,Yes,2,0,Bash Scripting | C++ | Flutter | TypeScript | PHP,Campus Placement,Razorpay,Banking & Finance,Systems Engineer,Full-time,Chennai,2022-03-10,Offer,4,3,382315,1784,60,N/A,No
123,Balram Shah,Male,24,2022,Osmania University Hyderabad,B.E.,Computer Science,7.25,3,No,No,4,3,Linux | Spark,Unstop,Fractal Analytics,Banking & Finance,Operations Analyst,Full-time,Visakhapatnam,2024-04-19,Online Assessment,,7,,482,91,N/A,No
124,Janhavi Thakur,Female,26,2022,KIIT Bhubaneswar,M.Tech,Software Engineering,8.24,0,No,Yes,4,4,C++ | TensorFlow | Docker | Linux | Tableau,LinkedIn,1mg,HealthTech,Digital Marketing Executive,Full-time,Jaipur,2022-09-13,Shortlisted,,32,,2901,98,Yes,No
125,Xander Bhatnagar,Male,24,2025,Chandigarh University,BBA,Business Administration,6.35,1,No,Yes,3,4,JavaScript | Flutter | Machine Learning | React,Naukri,Groww,Consulting,Backend Developer,Internship,Surat,2024-03-10,Applied,,13,,872,58,N/A,No
126,Neeraj Yadav,Male,24,2022,IIM Calcutta,M.Tech,Software Engineering,7.29,0,No,Yes,3,4,Deep Learning | Kotlin | GraphQL | Ruby on Rails | Kubernetes,Naukri,Morgan Stanley India,Media & Entertainment,Content Writer,Internship,Gurugram,2021-02-26,Shortlisted,,11,,2393,68,N/A,No
127,Eisha Pillai,Female,24,2025,Chandigarh University,B.Com,Commerce,9.39,0,No,Yes,1,4,Power BI | Communication,Unstop,Texas Instruments India,Media & Entertainment,Data Scientist,Internship,Kochi,2023-02-11,Offer,5,17,23040,943,84,N/A,No
128,Mansi Porwal,Female,21,2020,COEP Pune,MBA,Business Analytics,8.41,2,No,Yes,0,2,Hive | Git | Problem Solving | Communication,Cutshort,Qualcomm India,EdTech,Backend Developer,Full-time,Ahmedabad,2021-04-27,Offer,2,39,1191339,1705,97,N/A,No
129,Babita Venkatesh,Female,24,2022,Chandigarh University,MCA,Computer Applications,8.82,1,No,No,5,4,R | Kubernetes | Flutter | Teamwork | Machine Learning,Campus Placement,Ola,HealthTech,Full Stack Developer,Full-time,Patna,2022-06-14,HR Interview,1,36,,799,98,N/A,No
130,Tarun Goyal,Male,26,2022,Lovely Professional University,B.Sc (IT),Information Technology,7.59,0,No,No,4,4,Kotlin | Data Analysis,Internshala,Mindtree,Retail,Product Manager,Full-time,Pune,2021-10-09,Withdrawn,,22,,1726,91,N/A,No
131,Dhruv Saxena,Prefer not to say,22,2020,NSUT Delhi,MBA,Strategy,9.94,2,No,Yes,2,1,TypeScript | Machine Learning | Swift,Campus Placement,Google India,E-commerce,UX Designer,Full-time,Kochi,2023-04-07,Shortlisted,,31,,1620,55,N/A,Yes
132,Omkar Patel,Male,25,2024,NIT Surathkal,B.Tech,Computer Science,8.32,1,No,No,2,1,Spring Boot | Flutter,Unstop,BYJU's,Banking & Finance,Content Writer,Full-time,Gurugram,2023-07-23,HR Interview,2,39,,2196,76,N/A,No
133,Eklavya Rawat,Male,23,2021,IIM Bangalore,MCA,Computer Applications,6.53,1,No,Yes,4,1,Django | Bash Scripting,Cutshort,Tech Mahindra,Consulting,Digital Marketing Executive,Internship,Bhubaneswar,2024-01-01,Technical Interview,1,39,,246,97,N/A,Yes
134,Suresh Majumdar,Male,27,2023,BITS Pilani,B.Com,Accounting,7.63,1,No,No,0,2,R | SQL | PHP | Problem Solving | Spark,Unstop,PhonePe,Consulting,Content Writer,Part-time,Surat,2024-06-19,Applied,,8,,485,86,N/A,No
135,Abhinav Balakrishnan,Male,23,2022,Kalinga University,MCA,Computer Applications,6.22,3,No,No,3,2,Python | R | Node.js,Monster,PolicyBazaar,E-commerce,Business Analyst,Internship,Delhi NCR,2021-07-27,Rejected,3,42,,996,84,N/A,No
136,Amit Reddy,Male,22,2020,SP Jain Mumbai,B.Sc (IT),Information Technology,9.11,2,No,Yes,6,0,AWS | R,Cutshort,L&T Infotech,Manufacturing,Digital Marketing Executive,Full-time,Coimbatore,2022-07-04,Offer,4,24,347466,1453,66,N/A,Yes
137,Uma Khanna,Female,27,2023,MNNIT Allahabad,BCA,Computer Applications,6.1,0,No,No,0,3,TypeScript | MATLAB | Selenium | Deep Learning | Spark,Naukri,Mphasis,Automotive,Software Engineer,Part-time,Patna,2021-09-25,Online Assessment,,32,,512,81,N/A,No
138,Ekansh Saxena,Male,20,2025,MDI Gurgaon,B.Com,Finance,8.09,1,No,No,2,4,Figma | R,AngelList,Practo,Manufacturing,iOS Developer,Internship,Indore,2021-11-01,Offer,2,40,26295,273,55,N/A,No
139,Chirag Venkatesh,Male,22,2020,SVNIT Surat,M.Tech,AI/ML,6.58,2,Yes,Yes,5,3,Tableau | Node.js | REST APIs | Selenium | TypeScript,Indeed,PolicyBazaar,Telecom,HR Executive,Full-time,Nagpur,2024-08-31,Applied,,26,,1738,57,N/A,No
140,Manish Khatri,Male,24,2024,Christ University Bangalore,B.Sc (CS),Computer Science,9.78,2,No,No,6,3,Ruby on Rails | Spark | Hadoop | Kotlin,AngelList,Hexaware,Media & Entertainment,QA Engineer,Full-time,Bhubaneswar,2024-09-11,Applied,,22,,1504,95,N/A,No
141,Inder Negi,Male,21,2020,NIT Trichy,M.Tech,Data Science,9.2,3,Yes,No,1,0,Excel | REST APIs | Data Analysis | Bash Scripting | Docker,LinkedIn,Fractal Analytics,IT/Software,Recruiter,Internship,Mysuru,2024-04-20,Applied,,29,,1923,97,No,No
142,Ananya Sundaram,Female,20,2024,IIIT Hyderabad,BBA,HR,9.66,1,No,Yes,6,1,Spring Boot | R,Unstop,Siemens India,Retail,Digital Marketing Executive,Full-time,Coimbatore,2024-11-19,HR Interview,4,18,,1679,76,N/A,No
143,Chitra Choudhury,Female,24,2025,Christ University Bangalore,MBA,Strategy,8.82,1,No,No,2,5,MATLAB | AWS | Bash Scripting | Scala,Shine,Unacademy,Retail,Cybersecurity Analyst,Internship,Jaipur,2024-12-25,Applied,,23,,2353,85,N/A,No
144,Payal Ahuja,Female,24,2023,IIM Bangalore,B.Tech,Electronics & Communication,5.61,1,Yes,Yes,2,1,MATLAB | Communication | Azure | JavaScript,Cutshort,Intel India,EdTech,Systems Engineer,Full-time,Chandigarh,2023-07-16,Applied,,44,,2351,69,N/A,No
145,Pallavi Natarajan,Female,24,2025,HBTU Kanpur,B.Tech,Electrical Engineering,7.24,2,No,Yes,5,2,Spark | Selenium | Power BI,Monster,Persistent Systems,FinTech,Sales Executive,Full-time,Coimbatore,2022-02-07,Offer,1,19,452897,1888,66,N/A,No
146,Mayank Natarajan,Male,21,2023,IIT Madras,MCA,Computer Applications,8.0,1,No,No,0,2,Bash Scripting | Azure | C++ | Git | Hadoop,LinkedIn,Qualcomm India,Telecom,Technical Support Engineer,Internship,Chandigarh,2021-05-30,Offer,2,34,18415,950,66,No,No
147,Keshav Anand,Male,21,2022,VIT Vellore,B.Sc (CS),Computer Science,6.99,2,No,No,4,3,MongoDB | R,Naukri,Axis Bank,Logistics,UX Designer,Contract,Ahmedabad,2021-03-23,Technical Interview,5,21,,1612,62,N/A,No
148,Deepika Balakrishnan,Female,25,2024,IIM Bangalore,B.Com,Accounting,7.69,2,No,Yes,4,0,Machine Learning | Laravel,Internshala,IBM India,EdTech,iOS Developer,Internship,Kolkata,2024-11-04,Shortlisted,,7,,892,89,N/A,No
149,Simran Grewal,Female,21,2025,GLA University Mathura,BCA,Computer Applications,7.57,2,Yes,Yes,1,2,TypeScript | Power BI,Monster,Mu Sigma,Consulting,QA Engineer,Internship,Kochi,2022-10-10,Applied,,44,,534,89,N/A,Yes
150,Divya Porwal,Female,20,2025,SP Jain Mumbai,B.E.,Mechanical,9.68,0,No,No,4,0,Selenium | Spring Boot | TensorFlow | R,LinkedIn,Zoho,Retail,ML Engineer,Full-time,Indore,2024-01-23,Shortlisted,,41,,640,74,No,No
151,Amrita Negi,Female,20,2024,MDI Gurgaon,B.Com,Commerce,6.05,0,No,Yes,4,0,Excel | Cybersecurity | Networking | Kubernetes,LinkedIn,Zerodha,E-commerce,Frontend Developer,Full-time,Coimbatore,2022-06-02,Applied,,12,,2798,91,No,No
152,Leena Biswas,Female,21,2022,HBTU Kanpur,B.E.,Mechanical,5.94,3,No,Yes,5,5,SQL | Leadership | Spark,LinkedIn,Uber India,Manufacturing,Embedded Engineer,Full-time,Coimbatore,2024-09-12,Shortlisted,,38,,674,91,No,No
153,Gargi Sharma,Female,25,2021,IIM Ahmedabad,B.Sc (CS),Computer Science,6.75,2,No,No,3,3,Kubernetes | Teamwork | Swift | Ruby on Rails | SQL,LinkedIn,Amazon India,AgriTech,Cloud Engineer,Part-time,Pune,2024-01-09,Applied,,41,,363,59,No,No
154,Puja Porwal,Female,26,2024,NIT Calicut,B.Tech,Information Technology,7.95,3,No,Yes,3,1,AWS | REST APIs | Flutter | Node.js,Naukri,Groww,IT/Software,iOS Developer,Full-time,Coimbatore,2024-11-02,Applied,,33,,624,83,N/A,No
155,Natasha Sethi,Female,22,2025,Osmania University Hyderabad,M.Tech,AI/ML,5.68,3,No,Yes,1,0,PHP | Django | Spring Boot,Indeed,Delhivery,IT/Software,Data Analyst,Contract,Jaipur,2021-07-31,HR Interview,3,34,,2645,72,N/A,No
156,Natasha Srivastava,Female,26,2025,KIIT Bhubaneswar,MBA,Business Analytics,8.44,0,No,Yes,1,4,Kubernetes | Swift | Kotlin | Hadoop | Python,Internshala,PhonePe,Telecom,Frontend Developer,Full-time,Surat,2024-08-10,Shortlisted,,10,,815,65,N/A,No
157,Aarti Sethi,Female,23,2023,IIM Bangalore,MBA,Strategy,6.01,3,No,No,5,3,Tableau | C++,LinkedIn,Zoho,E-commerce,Android Developer,Full-time,Visakhapatnam,2021-10-28,Applied,,17,,787,88,No,No
158,Neha Sethi,Female,24,2020,NIT Calicut,M.Tech,Software Engineering,9.97,3,No,No,4,1,Spark | R | Flutter,Naukri,Tata Steel,Telecom,UX Designer,Internship,Ahmedabad,2023-02-14,Shortlisted,,7,,117,67,N/A,No
159,Geeta Majumdar,Female,22,2024,IIT Hyderabad,BCA,Computer Applications,9.56,0,No,No,6,0,Kotlin | R,LinkedIn,Infosys,FinTech,iOS Developer,Internship,Surat,2023-05-12,Shortlisted,,3,,2907,88,No,No
160,Piyush Thakur,Male,21,2023,BITS Goa,B.Sc (IT),Information Technology,8.95,0,No,No,3,2,Python | Bash Scripting | Cybersecurity,Campus Placement,Angel One,Banking & Finance,Network Engineer,Full-time,Remote,2022-02-25,Technical Interview,4,21,,1724,78,N/A,Yes
161,Sarika More,Female,26,2024,Lovely Professional University,BBA,Finance,9.96,3,No,Yes,6,4,Deep Learning | Django | Ruby on Rails | Kotlin | Communication,TimesJobs,Bajaj Finserv,FinTech,Data Scientist,Full-time,Pune,2024-09-12,Applied,,15,,1879,99,N/A,No
162,Hitesh Anand,Male,25,2024,Presidency University Kolkata,B.Tech,Mechanical Engineering,7.25,0,No,No,3,4,Node.js | React | Communication | Power BI | Django,LinkedIn,Tech Mahindra,Media & Entertainment,Finance Analyst,Contract,Indore,2024-06-11,Technical Interview,2,19,,2964,93,Yes,No
163,Tanya Patel,Female,23,2025,IIM Bangalore,B.Com,Accounting,6.38,1,No,No,2,1,Machine Learning | Node.js,Freshersworld,NIIT Technologies,Manufacturing,iOS Developer,Full-time,Visakhapatnam,2022-02-15,Online Assessment,,5,,419,90,N/A,No
164,Puja Thakur,Female,25,2022,VIT Vellore,BBA,Marketing,7.55,3,No,Yes,3,4,Ruby on Rails | React,Internshala,Tata Steel,Banking & Finance,Technical Support Engineer,Full-time,Noida,2024-01-07,Offer,5,17,852819,2893,83,N/A,No
165,Yash Chaudhary,Male,27,2025,IIIT Bangalore,BBA,Business Administration,7.67,2,Yes,No,1,5,Git | PyTorch | Kubernetes,Internshala,TCS,Media & Entertainment,Content Writer,Full-time,Gurugram,2021-07-10,Shortlisted,,22,,361,90,N/A,No
166,Mohit Menon,Male,24,2021,JNTUH Hyderabad,B.Sc (CS),Computer Science,8.82,1,No,No,1,1,Tableau | Spark | Kubernetes,LinkedIn,Flipkart,Banking & Finance,Recruiter,Full-time,Mysuru,2023-10-06,Technical Interview,5,35,,223,85,No,No
167,Dipali Dubey,Female,24,2023,VIT Vellore,BBA,Marketing,5.74,3,No,No,4,2,MATLAB | Deep Learning | REST APIs | MongoDB | Linux,Internshala,Bosch India,Media & Entertainment,Software Engineer,Full-time,Kolkata,2023-02-17,Online Assessment,,21,,1531,94,N/A,No
168,Abhinav Kulkarni,Male,24,2023,Presidency University Kolkata,MBA,HR,6.33,3,No,No,2,2,Problem Solving | Selenium | Deep Learning | TypeScript | AWS,Shine,ICICI Bank,AgriTech,Full Stack Developer,Internship,Ahmedabad,2024-02-12,Shortlisted,,25,,853,64,N/A,No
169,Bindiya Patel,Female,22,2023,NSUT Delhi,BCA,Computer Applications,9.03,2,No,No,0,3,Linux | Machine Learning,LinkedIn,JPMorgan India,Telecom,Content Writer,Internship,Bhopal,2022-11-17,Applied,,24,,2345,90,No,No
170,Deepak Thakur,Male,23,2024,Symbiosis Pune,B.Com,Commerce,9.91,2,No,No,3,5,Node.js | Spring Boot | Spark | Leadership | REST APIs,Unstop,Razorpay,AgriTech,Frontend Developer,Internship,Jaipur,2023-05-14,Technical Interview,3,37,,1707,59,N/A,Yes
171,Hemant Bhatia,Male,24,2025,Anna University Chennai,BBA,HR,6.72,3,No,No,5,4,PyTorch | Machine Learning | Deep Learning | Java | AWS,AngelList,JPMorgan India,Media & Entertainment,Data Scientist,Internship,Kolkata,2021-12-08,Shortlisted,,7,,311,85,N/A,No
172,Ritesh Sundaram,Male,21,2020,Manipal Institute of Technology,BBA,Marketing,5.88,3,No,Yes,2,3,AWS | PHP | Machine Learning,LinkedIn,Mphasis,AgriTech,Recruiter,Full-time,Nagpur,2023-08-15,Withdrawn,,35,,1165,90,No,No
173,Harini Bhatt,Female,27,2025,JNTUH Hyderabad,BBA,HR,7.86,2,No,No,1,0,Teamwork | Django | PyTorch | Communication | Azure,Naukri,Infosys,Retail,Content Writer,Internship,Pune,2022-12-06,Shortlisted,,35,,84,99,N/A,No
174,Chandni Garg,Female,20,2023,IIM Bangalore,B.Sc (IT),Information Technology,9.09,2,No,No,3,3,Machine Learning | Bash Scripting | Cybersecurity,Unstop,Mindtree,EdTech,Cloud Engineer,Full-time,Remote,2022-05-06,Online Assessment,,40,,2892,98,N/A,No
175,Janhavi Jadhav,Female,26,2021,SP Jain Mumbai,B.E.,Electronics,6.11,0,No,No,2,5,Data Analysis | Git | Java | Azure | JavaScript,Apna,Wipro,E-commerce,Full Stack Developer,Full-time,Pune,2023-06-17,HR Interview,2,15,,419,64,N/A,Yes
176,Girish Venkatesh,Male,25,2023,SRMIST Chennai,B.Tech,Data Science,5.86,1,Yes,No,0,4,Deep Learning | Data Analysis | Communication | Spring Boot | Python,LinkedIn,Goldman Sachs,Consulting,Systems Engineer,Contract,Ahmedabad,2021-03-10,Applied,,7,,2184,97,No,No
177,Bhumi Bhatnagar,Female,22,2025,Osmania University Hyderabad,B.Tech,Electronics & Communication,6.64,2,No,No,6,5,MongoDB | Tableau | Hive,Indeed,TCS,E-commerce,Technical Support Engineer,Full-time,Hyderabad,2023-03-22,Offer,5,3,259363,2430,99,N/A,No
178,Manish Desai,Male,22,2023,IIT Kanpur,BBA,Finance,9.69,0,Yes,No,5,4,AWS | Swift,Naukri,Bajaj Finserv,FinTech,Digital Marketing Executive,Full-time,Kolkata,2021-02-13,Technical Interview,4,23,,601,71,N/A,No
179,Mohini Bansal,Female,27,2021,Symbiosis Pune,BCA,Computer Applications,6.96,3,No,No,6,4,React | PHP | Azure,Indeed,Morgan Stanley India,Retail,Marketing Analyst,Full-time,Bhubaneswar,2024-07-30,Online Assessment,,12,,126,94,N/A,No
180,Pallavi Bhatnagar,Female,21,2025,PES University Bangalore,MCA,Computer Applications,7.86,3,No,Yes,2,2,Scala | Git | MongoDB | SQL | PHP,Cutshort,Cognizant,AgriTech,Backend Developer,Full-time,Mumbai,2022-02-18,Applied,,13,,454,57,N/A,No
181,Charmi Subramaniam,Female,24,2020,Lovely Professional University,B.Sc (CS),Computer Science,5.56,1,No,No,6,0,Hive | JavaScript | Django | Ruby on Rails | Cybersecurity,Foundit,Fractal Analytics,AgriTech,Marketing Analyst,Internship,Mumbai,2024-06-17,Applied,,3,,338,74,N/A,Yes
182,Inder Reddy,Male,21,2025,VIT Vellore,B.Com,Accounting,6.35,1,No,No,4,5,Cybersecurity | SQL | Hive | TypeScript | Kubernetes,Cutshort,Absolutdata,Banking & Finance,Frontend Developer,Internship,Lucknow,2023-04-03,Online Assessment,,43,,697,89,N/A,No
183,Mohit Saxena,Male,25,2022,Chandigarh University,MCA,Computer Applications,8.24,1,No,No,5,2,Selenium | TensorFlow | Python | Networking,LinkedIn,Samsung India,Automotive,Software Engineer,Full-time,Gurugram,2021-01-14,Shortlisted,,15,,929,75,Yes,No
184,Vandana Jain,Female,22,2020,IIT Madras,M.Tech,AI/ML,6.2,2,No,No,1,2,Node.js | TypeScript | TensorFlow | Excel,AngelList,Siemens India,FinTech,Embedded Engineer,Full-time,Vadodara,2024-12-10,Online Assessment,,7,,2488,96,N/A,No
185,Omna Mathur,Female,21,2020,Nirma University Ahmedabad,MBA,HR,9.46,3,No,No,6,1,Hive | Spring Boot,LinkedIn,Upstox,IT/Software,HR Executive,Full-time,Pune,2022-11-01,Online Assessment,,15,,677,58,No,No
186,Dipali Oswal,Prefer not to say,21,2021,IIIT Hyderabad,B.Sc (IT),Information Technology,6.17,2,Yes,No,0,4,Communication | Node.js | TensorFlow | Flutter | Figma,HackerEarth,Paytm,FinTech,Backend Developer,Full-time,Kolkata,2023-09-27,Shortlisted,,37,,853,90,N/A,No
187,Radha Desai,Female,21,2022,Nirma University Ahmedabad,MCA,Computer Applications,8.58,0,Yes,Yes,2,2,Git | Kubernetes | Hadoop,Cutshort,Texas Instruments India,E-commerce,Marketing Analyst,Internship,Bhopal,2024-06-30,Applied,,3,,1006,67,N/A,No
188,Aditya Chatterjee,Male,20,2021,Presidency University Kolkata,BCA,Computer Applications,5.56,0,No,No,2,1,Excel | Laravel | PHP,HackerEarth,Practo,Automotive,Database Administrator,Contract,Vadodara,2024-12-02,Technical Interview,3,25,,2437,97,N/A,No
189,Dhruv Yadav,Male,24,2020,IIIT Bangalore,B.Tech,Electronics & Communication,7.25,2,No,No,2,0,Leadership | Scala,Naukri,Mindtree,Retail,Data Scientist,Full-time,Jaipur,2023-09-20,Offer,4,6,1564763,813,67,N/A,No
190,Neha Mehta,Female,23,2024,Delhi University,MBA,Operations,7.27,1,Yes,No,2,5,Tableau | Flutter | Problem Solving | JavaScript,Unstop,LTIMindtree,AgriTech,Software Engineer,Contract,Noida,2022-04-07,Applied,,26,,2740,63,N/A,Yes
191,Harish Lal,Male,23,2023,SRM University Chennai,BBA,Marketing,7.42,2,No,Yes,4,1,Scala | AWS | GraphQL,Internshala,MakeMyTrip,AgriTech,Backend Developer,Full-time,Vadodara,2023-12-09,Rejected,2,28,,644,96,N/A,No
